Age,Attrition,Department,Gender,JobRole,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
39,No,Sales,Male,"Sales Executive",7880,No,3,9,3,8,7,0
40,Yes,Sales,Female,"Sales Executive",13194,Yes,3,22,2,1,0,0
47,No,"Research & Development",Male,"Manufacturing Director",5067,Yes,3,20,4,19,10,2
36,No,Sales,Male,"Sales Executive",5079,No,3,12,3,7,7,0
31,Yes,"Research & Development",Male,"Research Scientist",2321,Yes,4,4,3,3,2,1
33,No,Sales,Male,Manager,17444,No,3,10,3,10,8,6
29,Yes,"Research & Development",Female,"Research Scientist",2404,Yes,4,3,3,0,0,0
33,No,"Research & Development",Female,"Research Scientist",3452,No,3,5,3,3,2,0
45,No,"Research & Development",Female,"Laboratory Technician",2270,No,3,8,3,5,3,0
50,No,"Research & Development",Male,"Research Director",17399,No,4,32,2,5,4,1
33,No,"Research & Development",Female,"Healthcare Representative",5488,Yes,3,6,3,6,5,1
41,No,"Research & Development",Male,"Research Director",19419,No,3,21,4,18,16,0
27,No,"Research & Development",Female,"Laboratory Technician",2811,No,3,4,3,2,2,2
45,No,"Research & Development",Male,"Laboratory Technician",3633,Yes,3,9,3,9,8,0
47,No,Sales,Female,"Sales Executive",4163,Yes,3,9,3,9,0,0
30,Yes,"Research & Development",Female,"Research Scientist",2132,Yes,3,7,3,5,2,0
50,No,"Research & Development",Male,"Manufacturing Director",13973,Yes,3,22,3,12,11,1
38,No,"Research & Development",Male,"Research Scientist",2684,No,3,3,2,2,1,0
46,No,"Research & Development",Male,"Manufacturing Director",10845,No,3,13,3,8,7,0
24,No,"Research & Development",Female,"Manufacturing Director",4377,No,3,5,3,4,2,3
35,Yes,"Research & Development",Male,"Laboratory Technician",3743,Yes,4,5,1,4,2,0
31,No,"Research & Development",Female,"Manufacturing Director",4148,No,3,4,3,4,3,0
18,No,"Research & Development",Male,"Research Scientist",1051,No,3,0,3,0,0,0
54,No,"Research & Development",Female,"Manufacturing Director",10739,No,3,22,3,10,7,0
35,No,"Research & Development",Female,"Healthcare Representative",10388,Yes,3,16,2,16,10,10
30,No,"Research & Development",Female,"Research Director",11416,Yes,3,9,2,8,7,1
20,Yes,"Research & Development",Female,"Research Scientist",2600,Yes,3,1,3,1,0,0
30,Yes,"Research & Development",Female,"Laboratory Technician",2422,No,3,4,3,3,2,1
26,No,"Research & Development",Male,"Manufacturing Director",5472,No,3,8,3,8,7,1
22,No,"Research & Development",Male,"Laboratory Technician",2451,No,3,4,2,4,3,1
48,No,"Research & Development",Male,"Healthcare Representative",4240,No,3,19,3,2,2,2
48,No,"Research & Development",Male,"Healthcare Representative",10999,No,3,27,3,15,11,4
41,No,"Research & Development",Female,"Manufacturing Director",5003,No,3,8,3,2,2,2
39,No,"Research & Development",Female,"Manufacturing Director",12742,No,3,21,3,21,6,11
27,No,"Research & Development",Female,"Manufacturing Director",4227,No,3,4,3,3,2,2
35,No,"Research & Development",Male,"Laboratory Technician",3917,No,4,3,2,3,2,1
42,No,Sales,Male,Manager,18303,No,3,21,4,1,0,0
50,No,"Research & Development",Male,"Laboratory Technician",2380,No,3,8,3,1,0,0
59,No,"Research & Development",Female,"Manufacturing Director",13726,Yes,3,30,3,5,3,4
37,Yes,"Research & Development",Female,"Healthcare Representative",4777,No,3,15,1,1,0,0
55,No,"Research & Development",Male,"Healthcare Representative",6385,Yes,3,17,3,8,7,6
41,No,"Research & Development",Female,"Research Director",19973,No,4,21,3,21,16,5
38,No,Sales,Male,"Sales Executive",6861,Yes,3,19,3,1,0,0
26,Yes,Sales,Male,"Sales Executive",4969,No,3,7,3,2,2,2
52,Yes,Sales,Female,Manager,19845,No,3,33,3,32,14,6
44,No,Sales,Female,"Sales Executive",13320,Yes,3,23,3,12,11,11
50,No,Sales,Female,"Sales Executive",6347,No,3,19,3,18,7,0
36,Yes,"Research & Development",Female,"Laboratory Technician",2743,No,3,18,3,17,13,15
39,No,"Research & Development",Female,"Manufacturing Director",10880,Yes,3,21,3,21,6,2
33,No,Sales,Female,"Sales Representative",2342,No,3,3,2,2,2,2
45,No,Sales,Female,Manager,17650,No,3,26,4,9,3,1
32,No,"Research & Development",Female,"Laboratory Technician",4025,No,3,10,3,8,7,7
34,No,Sales,Male,"Sales Executive",9725,No,3,16,2,15,1,0
59,No,Sales,Male,Manager,11904,Yes,3,14,1,6,4,0
45,No,"Human Resources",Male,"Human Resources",2177,No,3,6,3,6,3,0
53,No,Sales,Female,"Sales Executive",7525,No,3,30,3,15,7,6
36,Yes,"Research & Development",Male,"Laboratory Technician",4834,No,3,9,2,1,0,0
26,Yes,"Research & Development",Male,"Research Scientist",2042,Yes,3,6,3,3,2,1
34,No,Sales,Female,"Sales Representative",2220,Yes,3,1,3,1,1,0
28,No,Sales,Male,"Sales Representative",1052,No,4,1,3,1,0,0
38,No,"Research & Development",Male,"Research Scientist",2821,No,3,8,3,2,2,2
50,No,"Research & Development",Male,"Research Director",19237,Yes,3,29,2,8,1,7
37,No,"Research & Development",Female,"Healthcare Representative",4107,No,3,8,2,4,3,0
40,No,Sales,Male,"Sales Executive",8396,No,3,8,2,7,7,7
26,No,"Research & Development",Female,"Research Scientist",2007,No,3,5,3,5,3,1
46,No,"Research & Development",Male,"Research Director",19627,No,3,23,3,2,2,2
54,No,Sales,Female,"Sales Executive",10686,No,3,13,3,9,4,7
56,No,"Research & Development",Female,"Research Scientist",2942,No,3,18,3,5,4,0
36,No,"Research & Development",Female,"Manufacturing Director",8858,No,3,15,2,14,8,7
55,No,"Research & Development",Male,Manager,16756,No,3,31,4,9,7,6
43,No,Sales,Male,"Sales Executive",10798,No,3,18,3,1,0,0
20,Yes,Sales,Female,"Sales Representative",2323,Yes,3,2,3,2,2,0
21,Yes,"Research & Development",Female,"Laboratory Technician",1416,No,3,1,2,1,0,1
46,No,"Research & Development",Female,"Research Scientist",4615,Yes,4,19,3,16,13,1
51,Yes,"Research & Development",Male,"Research Scientist",2461,Yes,3,18,4,10,0,2
28,Yes,"Research & Development",Male,"Healthcare Representative",8722,No,3,10,2,10,7,1
26,No,"Research & Development",Male,"Laboratory Technician",3955,No,3,6,3,5,3,1
30,No,"Research & Development",Male,"Manufacturing Director",9957,No,3,7,2,6,2,0
41,No,"Research & Development",Female,"Research Scientist",3376,No,3,10,3,10,6,0
38,No,"Research & Development",Female,"Healthcare Representative",8823,No,3,20,2,19,9,1
40,No,"Research & Development",Male,"Healthcare Representative",10322,No,4,14,3,11,10,11
27,No,"Research & Development",Male,"Laboratory Technician",4621,No,3,3,3,3,2,1
55,No,"Research & Development",Male,"Manufacturing Director",10976,No,3,23,3,3,2,1
28,No,"Research & Development",Female,"Research Scientist",3660,No,3,10,4,8,7,1
44,Yes,"Human Resources",Male,"Human Resources",10482,No,3,24,3,20,6,3
33,No,"Research & Development",Male,"Healthcare Representative",7119,No,3,9,3,3,2,1
35,Yes,Sales,Male,"Sales Executive",9582,Yes,4,9,3,8,7,4
33,Yes,"Research & Development",Female,"Research Scientist",4508,No,4,14,3,13,7,3
28,No,"Research & Development",Male,"Laboratory Technician",2207,No,3,4,2,4,2,2
34,No,"Research & Development",Male,"Healthcare Representative",7756,No,3,7,2,6,2,0
37,No,Sales,Female,"Sales Executive",6694,Yes,3,8,3,1,0,0
25,Yes,"Research & Development",Male,"Laboratory Technician",3691,Yes,3,7,4,7,7,5
26,Yes,"Research & Development",Male,"Laboratory Technician",2377,No,4,1,2,1,1,0
33,Yes,"Research & Development",Male,"Research Scientist",2313,Yes,4,5,3,2,2,2
42,No,"Research & Development",Male,Manager,17665,No,3,23,3,22,6,13
28,Yes,"Research & Development",Male,"Laboratory Technician",2596,No,3,1,3,1,0,0
50,Yes,Sales,Male,"Sales Executive",4728,Yes,3,5,3,0,0,0
33,No,Sales,Female,"Sales Executive",4302,No,3,4,3,3,2,0
34,No,"Research & Development",Male,"Research Scientist",2979,No,3,6,3,0,0,0
48,No,"Research & Development",Male,Manager,16885,No,4,27,2,5,4,2
45,No,Sales,Female,"Sales Executive",5593,No,3,15,3,15,10,4
52,No,"Research & Development",Male,"Healthcare Representative",10445,No,3,18,3,8,6,4
38,No,Sales,Male,"Sales Executive",8740,Yes,3,9,3,8,7,2
29,No,"Research & Development",Female,"Research Scientist",2514,No,4,11,3,7,5,1
28,No,"Research & Development",Female,"Manufacturing Director",7655,No,3,10,2,9,7,1
46,No,Sales,Male,Manager,17465,No,3,23,3,12,9,4
38,No,Sales,Male,"Sales Executive",7351,No,3,10,3,1,0,0
43,No,"Research & Development",Female,"Manufacturing Director",10820,No,3,18,3,8,7,0
39,Yes,"Research & Development",Male,"Healthcare Representative",12169,No,3,21,3,18,7,11
40,No,"Research & Development",Male,"Research Director",19626,No,3,21,4,20,7,4
21,No,"Research & Development",Female,"Research Scientist",2070,Yes,3,2,4,2,2,2
39,No,"Research & Development",Male,"Laboratory Technician",6782,No,3,9,2,5,4,0
36,No,"Research & Development",Male,"Manufacturing Director",7779,No,4,18,3,11,9,0
31,No,Sales,Male,"Sales Representative",2791,No,3,3,3,2,2,2
28,No,"Research & Development",Male,"Research Scientist",3201,No,3,6,1,5,3,0
35,No,Sales,Male,"Sales Executive",4968,No,3,5,3,5,2,0
49,No,Sales,Male,"Sales Executive",13120,No,3,22,3,9,8,2
34,No,"Research & Development",Male,"Manufacturing Director",4033,No,3,5,2,3,2,0
29,No,"Research & Development",Female,"Research Scientist",3291,No,3,8,2,7,5,1
42,No,"Research & Development",Male,"Laboratory Technician",4272,No,3,16,3,1,0,0
29,No,"Research & Development",Male,"Manufacturing Director",5056,Yes,3,10,2,10,7,1
38,No,"Human Resources",Male,"Human Resources",2844,No,3,7,4,7,6,5
28,No,"Research & Development",Male,"Research Scientist",2703,Yes,3,3,3,3,1,0
18,Yes,"Research & Development",Male,"Laboratory Technician",1904,No,3,0,3,0,0,0
33,Yes,Sales,Female,"Sales Executive",8224,Yes,3,6,3,5,2,0
41,No,"Research & Development",Male,"Laboratory Technician",4766,Yes,3,6,3,1,0,0
31,Yes,"Research & Development",Male,"Laboratory Technician",2610,No,3,2,2,2,2,2
37,No,"Research & Development",Female,"Healthcare Representative",5731,No,3,9,3,6,2,1
27,No,"Research & Development",Male,"Research Scientist",2539,No,3,4,3,4,2,2
34,No,Sales,Female,"Sales Executive",5714,No,4,6,2,6,5,1
35,No,"Human Resources",Male,"Human Resources",4323,No,3,6,1,5,4,1
29,Yes,Sales,Female,"Sales Executive",7336,No,3,11,1,11,8,3
40,No,"Research & Development",Female,"Research Director",13499,No,3,20,2,18,7,2
42,Yes,Sales,Male,"Sales Executive",13758,Yes,3,22,2,21,9,13
42,No,Sales,Male,"Sales Executive",5155,No,3,9,4,6,4,1
35,No,"Research & Development",Male,"Laboratory Technician",2258,No,3,10,3,8,0,1
24,No,"Research & Development",Male,"Laboratory Technician",3597,No,4,6,3,4,3,1
28,Yes,"Research & Development",Female,"Laboratory Technician",2515,Yes,3,1,2,1,1,0
26,No,"Research & Development",Male,"Laboratory Technician",4420,No,4,8,3,8,7,0
30,No,Sales,Male,"Sales Executive",6578,No,3,10,3,10,3,1
40,No,"Research & Development",Female,"Research Scientist",4422,Yes,3,16,1,1,1,0
35,No,"Research & Development",Male,"Manufacturing Director",10274,No,3,15,4,7,7,6
34,No,"Research & Development",Male,"Healthcare Representative",5343,No,4,14,3,13,9,4
35,No,"Research & Development",Male,"Laboratory Technician",2376,No,3,2,4,2,2,2
43,Yes,Sales,Female,"Sales Executive",5346,No,3,7,2,4,3,1
32,No,Sales,Female,"Sales Representative",2827,No,3,1,3,1,0,0
56,No,"Research & Development",Female,Manager,19943,No,3,28,3,5,2,4
29,No,"Research & Development",Female,"Laboratory Technician",3131,No,3,10,3,10,8,0
19,No,"Research & Development",Male,"Research Scientist",2552,No,4,1,3,1,1,0
45,No,"Research & Development",Female,"Research Scientist",4477,Yes,3,7,2,3,2,0
37,No,"Research & Development",Female,"Manufacturing Director",6474,No,3,14,2,14,8,3
20,No,"Research & Development",Male,"Laboratory Technician",3033,No,3,2,2,2,2,1
44,Yes,"Research & Development",Male,"Research Scientist",2936,Yes,3,6,3,6,4,0
53,No,"Research & Development",Female,Manager,18606,No,3,26,3,7,7,4
29,No,"Research & Development",Female,"Research Scientist",2168,Yes,3,6,2,5,4,1
22,Yes,"Research & Development",Male,"Research Scientist",2853,Yes,3,1,3,0,0,0
46,No,Sales,Female,Manager,17048,No,4,28,3,26,15,15
44,No,"Research & Development",Male,"Research Scientist",2290,No,3,6,3,0,0,0
33,No,"Human Resources",Male,"Human Resources",3600,No,3,5,3,5,4,1
41,Yes,"Research & Development",Male,"Research Scientist",2107,No,3,5,1,1,0,0
30,No,Sales,Male,"Sales Executive",4115,No,3,8,3,4,3,0
40,No,Sales,Male,"Sales Executive",4327,No,3,5,3,0,0,0
50,No,"Research & Development",Female,Manager,17856,No,4,32,3,2,2,2
28,No,"Research & Development",Male,"Laboratory Technician",3196,No,3,6,3,6,5,3
46,No,"Research & Development",Male,"Research Director",19081,No,3,25,3,4,2,0
35,No,Sales,Male,"Sales Executive",8966,Yes,3,15,3,7,7,1
24,Yes,"Research & Development",Female,"Laboratory Technician",2210,No,3,1,1,1,0,0
33,No,Sales,Female,"Sales Executive",4539,No,3,10,2,10,7,0
36,No,"Research & Development",Male,"Laboratory Technician",2741,No,3,7,3,7,7,1
30,No,"Research & Development",Male,"Laboratory Technician",3491,No,3,10,2,10,7,8
44,No,"Research & Development",Male,"Research Scientist",4541,No,4,20,3,20,11,13
20,No,Sales,Male,"Sales Representative",2678,No,3,2,3,2,1,2
46,No,"Research & Development",Male,"Manufacturing Director",7379,No,3,12,2,6,3,1
42,No,"Human Resources",Male,"Human Resources",6272,No,3,10,4,4,3,0
60,No,Sales,Male,"Sales Executive",5220,Yes,3,12,3,11,7,1
32,No,"Research & Development",Female,"Laboratory Technician",2743,No,4,2,3,2,2,2
32,No,"Research & Development",Female,"Research Scientist",4998,Yes,3,10,3,8,7,0
36,No,"Research & Development",Female,"Manufacturing Director",10252,Yes,4,17,3,7,7,7
33,No,"Research & Development",Male,"Research Scientist",2781,No,3,15,3,14,10,4
40,No,Sales,Female,"Sales Executive",6852,No,3,7,4,5,1,1
25,No,Sales,Male,"Sales Executive",4950,No,3,5,3,4,3,1
30,No,"Research & Development",Male,"Research Scientist",3579,Yes,4,12,3,11,9,5
42,No,"Research & Development",Female,"Research Director",13191,Yes,3,20,3,1,0,0
35,No,Sales,Female,"Sales Executive",10377,Yes,3,16,2,13,2,4
27,No,"Research & Development",Male,"Research Scientist",2235,Yes,3,9,2,9,7,6
54,No,"Research & Development",Female,"Manufacturing Director",10502,No,3,33,1,5,4,1
44,No,"Research & Development",Female,"Research Scientist",2011,No,3,10,3,10,5,7
19,Yes,"Research & Development",Female,"Research Scientist",1859,Yes,4,1,4,1,1,0
29,No,"Research & Development",Female,"Research Scientist",3760,No,3,3,3,3,2,1
54,No,"Research & Development",Male,"Research Director",17779,No,3,36,3,10,9,0
31,No,"Research & Development",Male,"Healthcare Representative",6833,Yes,3,6,2,6,5,0
31,No,"Research & Development",Female,"Healthcare Representative",6812,No,3,10,3,10,9,1
59,No,Sales,Female,"Sales Executive",5171,No,3,13,3,6,1,0
43,No,"Research & Development",Male,"Research Director",19740,No,3,25,3,8,7,0
49,No,"Research & Development",Male,Manager,18711,No,3,23,4,1,0,0
36,No,"Research & Development",Male,"Research Scientist",3692,No,3,12,2,11,10,0
48,No,"Research & Development",Male,"Laboratory Technician",2559,No,3,7,2,1,0,0
27,No,"Research & Development",Male,"Research Scientist",2517,No,3,5,3,5,3,0
29,No,"Research & Development",Male,"Healthcare Representative",6623,Yes,3,6,3,6,0,1
48,No,"Research & Development",Male,"Research Director",18265,No,3,25,4,1,0,0
29,No,"Research & Development",Female,"Research Director",16124,No,3,9,2,7,7,1
34,No,"Research & Development",Female,"Research Scientist",2585,No,3,2,2,1,0,0
44,No,Sales,Male,Manager,18213,No,3,26,3,22,9,3
33,No,Sales,Male,"Sales Executive",8380,Yes,3,10,3,9,8,0
19,No,"Research & Development",Female,"Research Scientist",2994,Yes,3,1,3,1,0,0
23,No,"Research & Development",Male,"Research Scientist",1223,No,4,1,3,1,0,0
25,Yes,Sales,Male,"Sales Representative",1118,Yes,3,1,3,1,0,1
26,No,"Research & Development",Male,"Research Scientist",2875,Yes,4,8,2,8,5,2
45,Yes,Sales,Female,Manager,18824,Yes,3,26,3,24,10,1
55,No,"Research & Development",Male,"Healthcare Representative",13577,Yes,3,34,3,33,9,15
21,Yes,"Research & Development",Female,"Laboratory Technician",2625,No,4,2,1,2,2,2
46,No,Sales,Female,Manager,18789,No,3,26,3,11,4,0
34,No,Sales,Female,"Sales Executive",4538,Yes,3,4,3,3,2,0
51,No,Sales,Male,Manager,19847,Yes,4,31,2,29,10,11
59,No,"Research & Development",Male,"Manufacturing Director",10512,No,3,25,2,9,7,5
34,No,"Research & Development",Female,"Laboratory Technician",4444,No,3,15,4,11,8,5
28,No,"Research & Development",Male,"Laboratory Technician",2154,Yes,3,5,2,4,2,0
44,No,"Research & Development",Male,Manager,19190,No,3,26,2,25,9,14
34,No,"Human Resources",Male,"Human Resources",4490,No,3,14,4,10,9,1
35,No,"Research & Development",Male,"Research Scientist",3506,Yes,3,4,3,3,2,2
42,No,"Research & Development",Female,"Research Scientist",2372,Yes,3,18,3,1,0,0
43,No,Sales,Female,"Sales Executive",10231,No,3,23,4,21,7,15
36,No,"Research & Development",Female,"Manufacturing Director",5410,Yes,3,18,3,16,14,5
44,Yes,"Research & Development",Female,"Healthcare Representative",7978,No,3,10,3,10,7,0
28,No,"Research & Development",Male,"Laboratory Technician",3867,Yes,3,2,3,2,2,2
51,No,"Research & Development",Female,"Laboratory Technician",2838,No,3,8,2,7,0,7
30,No,"Research & Development",Female,"Manufacturing Director",4695,Yes,3,10,3,8,4,1
29,Yes,"Research & Development",Female,"Laboratory Technician",3339,Yes,3,10,3,7,7,7
28,No,"Research & Development",Male,"Research Scientist",2080,No,3,5,2,3,2,1
25,No,"Research & Development",Female,"Research Scientist",2096,No,3,2,2,2,2,2
32,No,Sales,Male,"Sales Executive",6209,No,3,10,4,10,7,0
45,No,"Research & Development",Female,Manager,18061,No,4,22,3,0,0,0
39,No,"Research & Development",Female,Manager,17123,Yes,3,21,3,19,9,15
58,No,"Research & Development",Male,"Research Scientist",2372,No,3,2,3,2,2,2
32,Yes,"Research & Development",Male,"Laboratory Technician",4883,No,3,10,3,10,4,1
39,Yes,"Research & Development",Male,"Research Scientist",3904,No,3,6,3,5,2,0
30,No,"Research & Development",Female,"Laboratory Technician",4627,No,3,10,3,9,2,6
36,No,"Research & Development",Female,"Healthcare Representative",7094,No,3,10,3,7,7,1
46,No,"Human Resources",Female,"Human Resources",3423,No,3,10,4,7,6,5
28,No,"Research & Development",Female,"Laboratory Technician",6674,No,3,10,3,9,8,7
50,No,"Research & Development",Female,"Research Director",16880,Yes,3,25,3,3,2,1
40,Yes,Sales,Male,"Sales Executive",9094,Yes,3,9,3,5,4,1
52,Yes,Sales,Male,"Sales Executive",8446,Yes,3,10,2,8,7,7
30,No,"Research & Development",Female,Manager,11916,Yes,4,9,3,9,1,0
39,No,"Research & Development",Male,"Manufacturing Director",4534,No,3,9,3,8,7,1
31,No,Sales,Female,"Sales Executive",9852,Yes,3,10,2,10,8,9
41,No,Sales,Male,"Sales Executive",6151,No,3,19,3,19,2,11
31,Yes,Sales,Female,"Sales Representative",2302,Yes,3,3,4,3,2,2
44,Yes,"Research & Development",Male,"Laboratory Technician",2362,No,3,10,4,3,2,1
42,No,"Research & Development",Male,Manager,17861,Yes,3,21,2,20,8,2
55,No,"Research & Development",Female,Manager,19187,No,3,23,3,19,9,9
56,No,"Human Resources",Male,Manager,19717,No,3,36,3,7,3,7
40,No,"Research & Development",Male,"Research Scientist",3544,No,3,6,3,4,2,0
34,No,"Research & Development",Male,"Healthcare Representative",8500,No,3,10,2,9,7,1
40,No,"Research & Development",Male,"Research Scientist",4661,No,3,9,3,9,8,8
41,No,Sales,Female,"Sales Executive",4103,No,3,10,3,9,3,1
35,No,"Research & Development",Male,"Research Scientist",4249,Yes,3,9,3,9,6,1
51,No,"Human Resources",Male,Manager,14026,Yes,3,33,3,33,9,0
38,No,Sales,Female,"Sales Executive",6893,No,3,11,3,7,7,1
34,No,Sales,Female,"Sales Executive",6125,No,3,10,4,10,8,9
25,No,"Research & Development",Male,"Laboratory Technician",3669,No,3,7,2,3,2,1
58,Yes,"Research & Development",Female,"Manufacturing Director",10008,Yes,3,31,2,10,9,5
40,No,"Research & Development",Male,"Laboratory Technician",2387,No,4,7,3,4,2,0
36,No,Sales,Female,"Sales Executive",4639,No,3,17,2,15,7,6
48,No,"Research & Development",Male,"Manufacturing Director",7898,No,3,11,3,10,9,0
27,No,Sales,Female,"Sales Representative",2534,No,3,5,3,1,0,0
51,No,"Research & Development",Female,"Manufacturing Director",13142,No,3,29,2,5,2,0
18,No,"Research & Development",Female,"Laboratory Technician",1611,No,3,0,4,0,0,0
35,No,"Research & Development",Female,"Laboratory Technician",5363,No,3,10,3,9,7,0
27,No,Sales,Male,"Sales Executive",5071,No,4,8,3,6,2,0
55,Yes,Sales,Male,"Sales Executive",13695,Yes,3,24,2,19,7,3
56,No,"Research & Development",Male,"Manufacturing Director",13402,Yes,3,33,3,19,16,15
34,No,"Research & Development",Female,"Research Scientist",2029,No,4,5,3,5,4,0
40,No,"Research & Development",Female,"Healthcare Representative",6377,No,4,15,3,12,11,11
34,No,"Research & Development",Male,"Laboratory Technician",5429,No,3,10,3,8,7,7
31,Yes,Sales,Female,"Sales Representative",2785,No,3,3,4,1,0,0
35,Yes,Sales,Female,"Sales Executive",4614,Yes,3,5,2,4,2,3
38,No,"Research & Development",Male,"Research Scientist",2610,No,3,4,3,4,2,0
34,No,"Research & Development",Female,"Healthcare Representative",6687,No,3,14,4,14,11,4
28,No,Sales,Male,"Sales Executive",4724,No,3,5,3,5,3,0
31,Yes,"Research & Development",Male,"Manufacturing Director",6179,Yes,3,10,2,10,2,6
39,No,Sales,Male,"Sales Executive",6120,Yes,3,8,4,5,4,1
51,No,Sales,Male,"Sales Executive",10596,No,3,14,3,4,2,3
41,No,"Research & Development",Female,"Research Scientist",5467,Yes,3,12,2,6,2,3
37,No,"Research & Development",Male,"Research Scientist",2996,Yes,3,8,3,6,4,1
33,No,Sales,Male,"Sales Executive",9998,No,3,8,4,5,4,1
32,No,Sales,Male,"Sales Executive",4078,Yes,3,4,2,3,2,1
39,No,"Research & Development",Male,"Healthcare Representative",10920,No,4,13,3,6,4,0
25,No,Sales,Male,"Sales Executive",6232,No,3,6,2,3,2,1
52,No,"Research & Development",Female,"Manufacturing Director",13247,Yes,3,24,2,5,3,0
43,No,"Research & Development",Female,"Research Scientist",4081,Yes,3,20,1,20,7,1
27,No,Sales,Female,"Sales Executive",5769,Yes,3,6,3,6,2,4
27,Yes,"Research & Development",Female,"Research Scientist",2394,Yes,3,8,3,8,2,7
26,No,"Research & Development",Male,"Research Scientist",3904,No,3,5,3,4,3,1
42,No,"Human Resources",Female,Manager,16799,No,3,21,3,20,7,0
52,No,"Research & Development",Female,"Laboratory Technician",2950,No,3,12,1,5,4,0
37,No,"Research & Development",Female,"Laboratory Technician",3629,No,3,8,3,3,2,0
35,No,"Research & Development",Male,"Manufacturing Director",9362,No,3,10,3,2,2,2
25,No,"Research & Development",Male,"Laboratory Technician",3229,No,3,7,2,3,2,0
26,No,"Research & Development",Male,"Laboratory Technician",3578,No,3,8,3,7,7,0
29,No,"Human Resources",Male,"Human Resources",7988,No,3,10,2,10,9,0
49,Yes,"Research & Development",Male,"Laboratory Technician",4284,No,4,20,3,4,3,1
29,Yes,"Research & Development",Female,"Healthcare Representative",7553,Yes,3,9,3,8,7,7
54,No,"Research & Development",Female,"Research Director",17328,No,3,29,2,20,7,12
58,No,"Research & Development",Female,"Research Director",19701,Yes,4,32,3,9,8,1
55,No,"Research & Development",Male,"Research Director",14732,No,3,31,4,7,7,0
36,No,Sales,Female,"Sales Executive",9278,Yes,3,15,3,5,4,0
31,Yes,Sales,Female,"Sales Representative",1359,No,3,1,3,1,0,0
30,No,Sales,Female,"Sales Executive",4779,No,3,8,3,3,2,0
31,No,"Research & Development",Female,"Research Director",16422,No,3,9,4,3,2,1
34,No,"Research & Development",Male,"Research Scientist",2996,No,3,10,3,4,3,1
31,Yes,"Research & Development",Female,"Research Scientist",1261,No,3,1,4,1,0,0
27,No,"Research & Development",Male,"Laboratory Technician",2099,No,3,6,4,5,0,1
36,No,"Research & Development",Male,"Laboratory Technician",5810,No,3,10,2,10,4,1
36,No,Sales,Female,"Sales Executive",5647,No,3,11,2,3,2,0
47,No,"Research & Development",Male,"Research Scientist",3420,No,3,17,2,6,5,1
25,Yes,Sales,Male,"Sales Representative",4400,No,3,6,3,3,2,2
37,No,"Research & Development",Male,"Laboratory Technician",3500,No,3,7,1,6,5,1
56,No,"Research & Development",Female,"Research Scientist",2066,No,4,5,4,3,2,1
47,No,"Research & Development",Female,"Research Director",17169,No,3,26,4,20,17,5
24,No,Sales,Female,"Sales Executive",4162,Yes,3,5,3,5,4,0
32,No,Sales,Male,"Sales Executive",9204,No,3,7,2,4,3,0
34,No,"Research & Development",Female,"Laboratory Technician",3294,No,3,7,2,5,4,0
41,No,"Research & Development",Male,"Research Scientist",2127,Yes,3,7,2,4,2,0
40,No,"Research & Development",Male,"Laboratory Technician",3975,No,3,11,4,8,7,0
31,No,Sales,Male,"Sales Executive",10793,No,3,13,3,13,7,9
46,Yes,Sales,Male,"Sales Executive",10096,No,3,28,4,7,7,4
39,Yes,"Research & Development",Female,"Laboratory Technician",3646,Yes,4,11,4,1,0,0
31,Yes,"Research & Development",Female,"Manufacturing Director",7446,No,3,10,3,10,8,4
45,No,"Research & Development",Male,"Healthcare Representative",10851,Yes,3,24,3,7,7,0
31,No,"Human Resources",Female,"Human Resources",2109,No,3,8,3,3,2,0
31,Yes,"Research & Development",Male,"Laboratory Technician",3722,Yes,3,7,1,2,2,2
45,No,"Research & Development",Male,"Manufacturing Director",9380,Yes,3,10,4,3,1,1
48,No,Sales,Male,"Sales Executive",5486,No,3,15,3,2,2,2
34,Yes,"Human Resources",Female,"Human Resources",2742,No,3,2,3,2,2,2
40,No,"Research & Development",Male,"Research Director",13757,No,3,16,3,9,8,4
28,No,Sales,Male,"Sales Executive",8463,No,3,6,3,5,4,1
44,No,"Research & Development",Male,"Laboratory Technician",3162,No,3,7,3,5,2,0
53,No,"Research & Development",Male,"Research Director",16598,No,3,35,2,9,8,8
49,No,"Research & Development",Male,"Healthcare Representative",6651,No,3,20,2,3,2,1
40,No,"Research & Development",Male,"Research Scientist",2345,No,3,8,4,3,1,1
44,No,"Research & Development",Male,"Research Scientist",3420,No,3,6,2,5,2,1
33,No,Sales,Male,"Sales Executive",4373,No,3,5,3,4,3,0
34,No,Sales,Male,"Sales Executive",4759,No,3,15,3,13,9,3
30,No,Sales,Male,"Sales Executive",5301,No,3,4,2,2,1,2
42,No,"Research & Development",Female,"Laboratory Technician",3673,No,3,12,3,12,9,5
44,No,Sales,Female,"Sales Executive",4768,No,3,11,2,1,0,0
30,No,"Research & Development",Male,"Research Scientist",1274,No,3,1,2,1,0,0
57,No,"Research & Development",Male,"Research Scientist",4900,No,4,13,2,12,9,2
49,No,"Research & Development",Male,"Healthcare Representative",10466,No,3,29,3,8,7,0
34,No,"Research & Development",Male,"Research Director",17007,No,3,16,2,14,8,6
28,Yes,Sales,Male,"Sales Representative",2909,No,3,5,4,3,2,1
